species,lon,lat
Rhinella marina,135.4356,-12.8858
Rhinella marina,135.44447,-15.57435
Rhinella marina,135.44447,-15.57435
Rhinella marina,135.44677,-15.60105
Rhinella marina,135.47057,-15.71775
Rhinella marina,135.47197,-15.71795
Rhinella marina,135.5178562,-15.2318913
Rhinella marina,135.5387,-13.2923
Rhinella marina,135.5646104,-12.02456763
Rhinella marina,135.5754519,-11.99664317
Rhinella marina,135.5916071,-15.93293696
Rhinella marina,135.64787,-16.04715
Rhinella marina,135.65117,-16.04605
Rhinella marina,135.66807,-16.01435
Rhinella marina,135.725556,-16.685833
Rhinella marina,135.85,-13.244
Rhinella marina,135.85126,-13.24256
Rhinella marina,135.8711,-13.1717
Rhinella marina,135.87226,-13.17026
Rhinella marina,135.875,-13.157
Rhinella marina,135.87616,-13.15526
Rhinella marina,135.879,-13.157
Rhinella marina,135.88026,-13.15556
Rhinella marina,136.0518887,-16.4382059
Rhinella marina,136.0724831,-16.4362939
Rhinella marina,136.0771866,-16.27655502
Rhinella marina,136.0863907,-16.410914
Rhinella marina,136.0953221,-16.4171947
Rhinella marina,136.0968586,-16.4406872
Rhinella marina,136.1000523,-16.39737533
Rhinella marina,136.1029054,-16.4334246
Rhinella marina,136.1129476,-16.42726145
Rhinella marina,136.1193303,-16.43631128
Rhinella marina,136.166428,-16.4846
Rhinella marina,136.1788028,-16.5170689
Rhinella marina,136.22359,-12.61304
Rhinella marina,136.2293,-12.63042
Rhinella marina,136.22943,-12.60905
Rhinella marina,136.23309,-12.6521
Rhinella marina,136.23586,-12.62312
Rhinella marina,136.23824,-12.58749
Rhinella marina,136.23886,-12.61605
Rhinella marina,136.25464,-12.58397
Rhinella marina,136.4036,-12.33472
Rhinella marina,136.41842,-12.33044
Rhinella marina,136.9061869,-17.6895463
Rhinella marina,137.35893,-16.61816
Rhinella marina,137.36361,-16.61969
Rhinella marina,137.36361,-16.61969
Rhinella marina,137.36361,-16.61969
Rhinella marina,137.42036,-16.63559
Rhinella marina,137.42036,-16.63559
Rhinella marina,137.42036,-16.63559
Rhinella marina,137.42036,-16.63559
Rhinella marina,137.42036,-16.63559
Rhinella marina,137.42158,-16.66199
Rhinella marina,137.42158,-16.66199
Rhinella marina,137.45247,-16.78123
Rhinella marina,137.55431,-16.49033
Rhinella marina,137.55431,-16.49033
Rhinella marina,137.5592,-16.48304
Rhinella marina,137.57202,-16.45147
Rhinella marina,137.57202,-16.45147
Rhinella marina,137.57202,-16.45147
